Sample,firmness,size,scar_diameter,weight,yield,flower_buds,ph,soluble_solids
UFF_192502_P10_WB04,281.110092,17.84864584,1.846326,2.254,3,7,3.5,11.1
UFF_192502_P10_WB05,257.7757041,19.04920517,1.67673528,2.54,3,1,3.22,10.5
UFF_192502_P10_WB07,281.5680954,19.77539555,1.91120268,3.072,2,3,3.17,12.9
UFF_192502_P10_WB08,315.0907824,18.78260339,2.49231912,2.872,3,3,3.75,11.6
UFF_192502_P10_WB09,254.2118716,19.20664367,2.4580596,2.146,5,4,3.51,12.6
UFF_192502_P10_WB10,258.5342024,18.94232142,2.71834356,2.694,3,2,3.16,11.8
UFF_192502_P10_WB11,247.3833869,19.54751118,2.60138164,3.062,5,4,3.17,12.7
UFF_192502_P10_WC01,220.0399709,21.61663532,2.14781892,2.938,3,3,3.32,11
UFF_192502_P10_WC02,211.8115858,16.5754931,1.810004,2.18,3,1,3.25,13.8
UFF_192502_P10_WC03,210.1124317,17.62505311,2.30577644,2.4,4,2,3.6,13.4
UFF_192502_P10_WC04,248.308545,17.74693579,2.51349764,2.19,3,1,3.41,11.6
UFF_192502_P10_WC05,205.8409267,15.8914516,2.63255252,2.288,4,4,3.26,10.3
UFF_192502_P10_WC06,259.2673417,16.75757911,2.09617056,1.92,5,13,2.99,6.8
UFF_192502_P10_WC07,223.8949083,15.56425205,2.5573228,1.928,4,10,3.81,8.2
UFF_192502_P10_WC08,192.3996745,17.01559341,2.52025912,2.202,5,0,3.47,10.2
UFF_192502_P10_WC09,239.5108567,18.15122896,1.06117644,2.568,4,0,3.89,9.3
UFF_192502_P10_WC10,307.746405,14.60860725,1.14499644,1.684,3,2,3.28,9
UFF_192502_P10_WC11,304.690526,14.37658696,0.97593404,1.646,3,8,3.45,8.8
UFF_192502_P10_WD01,280.959841,15.71072388,1.42757652,1.72,5,3,3.49,7.9
UFF_192502_P10_WD02,259.3661501,15.64451977,0.85451188,1.828,2,3,3.59,9
UFF_192502_P10_WD03,307.3384878,16.39845594,1.30298952,1.976,5,7,3.36,9.8
UFF_192502_P10_WD04,264.2087263,16.07154793,1.3476732,1.82,4,7,3.34,11.9
UFF_192502_P10_WD05,414.2632372,10.98106923,0.88591644,0.932,3,1,3,11.1
UFF_192502_P10_WD09,240.4791295,19.60284065,1.22187716,3.326,2,1,3.44,9.3
UFF_192502_P10_WD10,318.2331202,14.45135363,1.11256064,1.392,5,3,3.07,8.5
UFF_192502_P10_WD11,284.0951551,16.93755469,1.30281172,2.046,4,6,3.5,8.6
UFF_192502_P10_WD12,291.6429425,20.04291121,1.91042036,3.618,3,3,3.21,9.2
UFF_192502_P10_WE01,241.2826425,16.02908478,1.67535352,1.604,4,2,3.15,11.2
UFF_192502_P10_WE02,212.3002425,18.20970438,2.15670384,2.686,4,13,4.502,10.6
UFF_192502_P10_WE03,203.8089259,15.20854214,1.164844,1.6075,2,2,4.118,12.7
UFF_192502_P10_WE04,218.6461451,17.08497113,1.20669812,2.234,2,0,3.758,13.9
UFF_192502_P10_WE05,208.0261488,20.13233197,1.51611584,3.038,4,0,3.576,11.9
UFF_192502_P10_WE06,164.3513915,19.37577487,1.22749564,2.79,4,2,4.004,14
UFF_192502_P10_WE07,222.3019353,18.84815866,1.1105134,2.728,3,2,4.365,11.8
UFF_192502_P10_WE09,164.3774174,20.21529815,1.48997416,2.95,4,3,3.854,11.1
UFF_192502_P10_WE10,221.3435057,19.95673224,1.82982616,3.112,4,6,3.529,12.8
UFF_192502_P10_WE11,201.4953553,21.60655682,1.50578312,3.748,3,3,4.849,11.9
UFF_192502_P10_WE12,262.1857358,20.75598965,1.57430724,3.338,3,7,3.424,10.8
UFF_192502_P10_WF01,242.3502361,16.04475075,1.1458448,1.608,3,3,3.308,11.5
UFF_192502_P10_WF02,242.9767591,17.34999066,1.25775212,2.148,2,3,4.153,13.1
UFF_192502_P10_WF03,226.1371386,21.66740079,1.57430216,3.72,4,3,3.637,12.8
UFF_192502_P10_WF05,232.435341,19.15169163,1.34119112,2.702,3,2,3.119,10.1
UFF_192502_P10_WF06,223.2849002,19.27853092,1.72113956,2.668,2,0,3.783,10
UFF_192502_P10_WF08,300.6216478,16.23723517,1.73900592,2.02,3,1,3.849,11.3
UFF_192502_P10_WF09,290.4574584,20.46611526,1.75834548,3.284,4,5,3.366,10.3
UFF_192502_P10_WF10,282.2875167,15.6422086,1.2998958,1.702,3,2,3.838,15.1
UFF_192502_P10_WF11,231.6478814,19.03108235,1.47864576,3.022,5,4,3.399,10.9
UFF_192502_P10_WF12,266.4703048,17.77686054,1.566291,2.14,4,6,3.989,12.1
UFF_192502_P10_WG01,250.4309282,17.27878635,1.38985244,2.236,4,3,3.3,9.9
UFF_192502_P10_WG02,305.4180497,18.84643474,1.5354046,2.748,3,2,3.838,13.7
UFF_192502_P10_WG03,248.7159685,20.21655631,1.09548676,2.858,3,6,4.979,12.2
UFF_192502_P10_WG04,274.9544865,21.10082723,1.81093364,3.564,4,3,3.649,10.4
UFF_192502_P10_WG05,258.0778957,19.93897611,2.03823824,3.142,4,3,3.742,11.5
UFF_192502_P10_WG06,270.2471284,16.59117875,1.78873912,1.894,3,6,4.078,8.3
UFF_192502_P10_WG07,301.422444,17.11957339,1.45305272,2.08,3,6,3.221,10.3
UFF_192502_P10_WG08,305.1562718,21.36654712,2.01506836,3.908,4,4,3.327,10.8
UFF_192502_P10_WG09,236.9155359,19.29004197,1.16612416,3.174,4,4,3.906,12.9
UFF_192502_P10_WG10,306.3326993,17.87008528,1.70187112,2.534,5,2,4.328,12.1
UFF_192502_P10_WG11,323.6072197,17.90696309,1.62933888,2.316,4,6,3.637,10.9
UFF_192502_P10_WG12,266.1014602,17.38957498,1.68907968,2.05,4,7,3.96,12.8
UFF_192502_P10_WH01,269.9022027,16.93927573,1.60737804,2.2,3,4,3.544,12.9
UFF_192502_P10_WH02,286.2232583,18.6482601,1.68664636,2.54,3,4,4.057,11.9
UFF_192502_P10_WH03,223.2592965,16.01513589,2.35309156,1.922,4,5,4.201,7.8
UFF_192502_P10_WH04,310.1849822,16.15216491,1.86802776,1.954,4,3,3.511,10.2
UFF_192502_P10_WH06,274.0044817,19.73181867,1.70791124,2.928,4,4,3.646,12.5
UFF_192502_P10_WH07,363.1218453,23.99201368,1.97609968,5.116,2,1,3.815,12.3
UFF_192502_P10_WH08,264.9528742,17.3577123,2.369439,2.15,2,0,3.364,12.6
UFF_192502_P10_WH09,218.7301383,20.66544284,1.58632652,3.218,2,2,2.989,11.5
UFF_192502_P10_WH10,225.1572084,20.18679059,1.70920156,3.034,2,3,3.083,10.4
UFF_192502_P10_WH11,243.3024389,19.79318364,2.53849124,2.948,3,8,3.766,10.9
UFF_192502_P10_WH12,239.6383887,18.15988543,2.08148936,2.618,2,12,3.933,12
UFF_192502_P11_WA01,255.2978587,18.86066919,1.9091402,2.698,2,2,3.871,12.4
UFF_192502_P11_WA03,201.1783597,19.05565844,1.48547328,2.866,2,2,3.612,13.1
UFF_192502_P11_WA04,297.8828545,17.97698942,2.36072172,2.378,3,5,3.465,11.6
UFF_192502_P11_WA05,252.6988186,19.9488443,2.27616512,3.308,3,2,3.737,12.4
UFF_192502_P11_WA06,293.8222031,17.92109284,1.76774856,2.696,3,1,3.985,10.1
UFF_192502_P11_WA07,259.8729,20.97973649,2.54311404,3.798,3,8,3.058,10
UFF_192502_P11_WA08,296.7187438,17.7654438,2.4478488,2.324,3,9,4.2,11.9
UFF_192502_P11_WA10,277.5119285,19.15620349,3.06208176,2.664,3,6,4.67,11.8
UFF_192502_P11_WA11,257.6910466,22.27163239,3.17495936,3.936,4,2,3.63,12.4
UFF_192502_P11_WA12,286.9598893,19.89501868,2.81956256,3.108,3,5,4.91,11.1
UFF_192502_P11_WB01,266.655059,18.5762018,2.59350764,2.666,3,5,3.19,12.8
UFF_192502_P11_WB02,247.0368211,18.86648793,1.82779924,2.934,3,2,3.33,8.3
UFF_192502_P11_WB03,233.9320837,16.58308705,1.63505896,2.054,3,2,3.69,15.3
UFF_192502_P11_WB04,191.104892,17.91666549,1.93485516,2.18,3,2,4.26,13.7
UFF_192502_P11_WB06,257.612834,17.16285207,2.55923288,2.144,3,3,4.85,11.4
UFF_192502_P11_WB07,186.9628205,20.85757257,2.56385568,3.248,3,2,3.78,12.5
UFF_192502_P11_WB08,312.7951114,17.57236639,1.81933596,2.13,3,1,3.99,13.9
UFF_192502_P11_WB10,244.2250707,20.634658,2.95297352,3.658,3,3,3.89,13.3
UFF_192502_P11_WB11,294.67534,14.55769487,2.20594936,1.67,3,4,3.99,10.8
UFF_192502_P11_WB12,230.396302,17.52866934,2.19483432,2.286,3,0,3.42,12.3
UFF_192502_P11_WC01,210.8809244,20.80031767,2.55114552,3.334,3,3,4.02,10.7
UFF_192502_P11_WC02,319.1806773,21.02407851,2.22178372,3.338,4,2,4.31,12.7
UFF_192502_P11_WC03,284.7569565,21.66660999,3.1230824,3.74,3,8,5.1,10.8
UFF_192502_P11_WC05,223.7568229,20.25736458,2.64520172,2.678,2,0,3.98,13.1
UFF_192502_P11_WC07,261.6447393,18.17395362,2.89904424,2.504,3,5,3.27,11.2
UFF_192502_P11_WC09,184.7177963,19.59990904,2.73172428,3.326,3,2,NA,NA
UFF_192502_P11_WC10,257.5481173,19.04186677,2.0954238,2.954,3,5,3.66,10.6
UFF_192502_P11_WC11,274.6298264,13.33738728,1.30188208,1.2,4,5,3.57,6.8
UFF_192502_P11_WC12,316.1302629,16.50443897,1.5252446,2.02,3,2,3.45,9.9
UFF_192502_P11_WD01,238.4958471,16.69874307,2.03219812,2.006,4,2,3.37,10.2
UFF_192502_P11_WD02,308.2958955,17.17841593,1.96326252,1.978,4,10,3.55,10.1
UFF_192502_P11_WD03,240.9862137,17.83541889,2.0010374,2.348,3,10,3.47,7.2
UFF_192502_P11_WD04,293.6672129,13.85448745,1.99667368,1.222,3,3,3.48,10.8
UFF_192502_P11_WD05,246.3838084,15.65688645,1.20427496,1.736,4,3,3.42,11.7
UFF_192502_P11_WD06,267.5466328,13.87126594,1.47275296,1.2,3,7,3.22,7.6
UFF_192502_P11_WD07,285.9262341,13.71689429,1.68199816,1.222,3,4,3.54,9.1
UFF_192502_P11_WD08,275.1784566,16.24545484,1.21865644,1.866,4,2,3.88,11
UFF_192502_P11_WD09,235.5536191,16.27368468,2.00252584,1.816,3,3,3.73,15.3
UFF_192502_P11_WD10,233.4597677,19.23400856,1.78393852,2.708,3,6,4.17,10.2
UFF_192502_P11_WD11,319.1883784,15.82825368,2.0272502,1.772,3,5,3.63,11.1
UFF_192502_P11_WD12,271.4082854,19.40543717,1.961769,2.864,3,10,3.71,7.6
UFF_192502_P11_WE01,243.7472541,17.7071113,1.56030168,2.208,3,6,4.27,14.6
UFF_192502_P11_WE02,296.6929919,17.46984882,1.69064432,2.256,4,3,3.58,10.8
UFF_192502_P11_WE03,257.3865386,15.04893846,1.17631972,1.722,5,3,4.2,9.2
UFF_192502_P11_WE04,312.5220767,12.72905602,1.54431492,0.98,5,9,3.83,10.3
UFF_192502_P11_WE05,243.5032567,15.7141557,1.88021468,1.906,4,8,3.84,12.3
UFF_192502_P11_WE06,315.9710434,16.28139394,1.18426992,2.022,4,2,3.47,8.9
UFF_192502_P11_WE07,246.8880849,17.97301777,1.58161736,2.592,4,2,3.46,13.1
UFF_192502_P11_WE08,204.1033851,18.89102778,1.61705544,2.794,3,3,3.1,11.5
UFF_192502_P11_WE09,257.7368842,16.31913968,1.39831572,2.092,3,5,3.86,12.2
UFF_192502_P11_WE10,222.9987123,16.74338203,1.96531484,2.072,3,2,3.23,12.5
UFF_192502_P11_WE11,252.8142896,18.962527,2.10299808,2.932,3,4,2.9,10.2
UFF_192502_P11_WE12,203.4050278,16.58877123,1.4342364,1.966,5,0,3.22,13.1
UFF_192502_P11_WF01,239.8025861,15.16058358,1.47276312,1.722,4,4,3.08,12.6
UFF_192502_P11_WF02,218.1202636,19.14777598,2.31887776,2.996,3,3,3.1,11.4
UFF_192502_P11_WF03,240.024105,21.41135168,2.15318848,4.23,3,6,3.28,12.9
UFF_192502_P11_WF04,212.5940456,18.90813389,2.83081984,2.978,4,1,3.33,13.3
UFF_192502_P11_WF05,252.8365357,17.37743491,1.47095464,1.89,4,3,3.53,12.3
UFF_192502_P11_WF06,299.3139143,17.33592758,1.27371856,2.264,3,6,3.19,10.7
UFF_192502_P11_WF07,268.649053,21.39083358,2.63406636,3.448,2,8,3.31,10.2
UFF_192502_P11_WF08,320.5020017,18.02647915,1.98870316,2.364,3,8,3.77,8.7
UFF_192502_P11_WF09,285.3062486,15.27249414,1.50471124,1.562,5,2,3.17,8.5
UFF_192502_P11_WF10,229.5132814,18.09896383,1.87413392,2.774,4,3,3.96,8.8
UFF_192502_P11_WF11,283.0312043,16.33987282,1.32024628,1.65,4,4,2.96,8.7
UFF_192502_P11_WF12,266.8821516,16.19918856,1.53157936,1.686,4,6,3.39,10.8
UFF_192502_P11_WG01,258.1131186,17.6580365,1.96975984,2.248,3,7,3.5,11.2
UFF_192502_P11_WG02,243.4212615,19.47803242,1.4946122,2.644,3,5,4.07,11.1
UFF_192502_P11_WG03,290.8756596,18.0328564,1.36483852,2.57,4,2,3.96,13.1
UFF_192502_P11_WG04,236.9304232,18.09078728,1.78564032,2.26,4,3,3.34,9.6
UFF_192502_P11_WG05,260.4120223,18.69284392,1.73067472,2.116,3,1,3.17,10.8
UFF_192502_P11_WG06,326.32401,12.53843288,1.79462684,0.956,4,3,4.11,13
UFF_192502_P11_WG07,247.4283484,17.41308474,1.71349924,2.204,3,3,3.53,9.4
UFF_192502_P11_WG08,231.6203318,14.5312593,1.45822416,1.472,4,4,4.44,9.6
UFF_192502_P11_WG09,241.0104876,16.44601619,2.0165314,1.998,3,3,3.99,9.4
UFF_192502_P11_WG10,231.1157672,21.82646301,1.8098262,3.18,3,9,3.24,10.2
UFF_192502_P11_WG11,242.5728368,18.25164168,1.53989024,2.456,2,6,4.13,12
UFF_192502_P11_WG12,250.2572525,18.33430477,1.83916828,2.41,4,5,4,9.9
UFF_192502_P11_WH01,265.5911483,23.03055403,2.55215136,4.308,4,3,3.65,11
UFF_192502_P11_WH02,324.9098482,14.20811431,1.52796748,1.412,4,6,4.11,11.6
UFF_192502_P11_WH03,249.7055524,13.5001454,1.68077388,1.24,4,3,4.1,11.7
UFF_192502_P11_WH04,206.1453507,15.30023063,1.3007594,1.372,3,8,3.13,9.5
UFF_192502_P11_WH05,235.6603892,18.34680024,1.97476872,2.394,4,3,3.76,11.7
UFF_192502_P11_WH06,309.4566181,18.43903382,1.612138,2.394,3,3,3.29,10.4
UFF_192502_P11_WH07,285.3125235,14.95055535,1.59023304,1.522,3,4,4.498,11.5
UFF_192502_P11_WH08,294.4982537,16.00954116,2.07133444,2.148,3,3,4.849,15.1
UFF_192502_P11_WH09,224.8921978,17.49584813,2.18562428,2.338,3,2,4.098,12.4
UFF_192502_P11_WH10,323.5281176,21.52942424,2.05051152,3.9,2,2,3.262,11.6
UFF_192502_P11_WH11,216.8616128,19.58520687,2.29894892,3.368,3,1,4.445,14.8
UFF_192502_P11_WH12,244.4793333,20.62174818,2.24323148,3.612,2,0,4.537,14
UFF_192502_P12_WA01,213.8050564,18.55727206,2.18271344,2.698,1,3,3.256,12.7
UFF_192502_P12_WA02,255.0095801,19.06154373,1.89647068,2.604,3,2,4.509,13.4
UFF_192502_P12_WA03,225.0969369,17.35287346,1.84129172,1.668,4,2,4.002,13.6
UFF_192502_P12_WA04,207.7765523,19.05533161,1.86076844,2.194,3,5,3.621,11.6
UFF_192502_P12_WA05,227.2122824,16.79393644,2.29279704,1.942,4,2,3.682,10.5
UFF_192502_P12_WA06,259.3243038,17.45411418,1.47122896,2.512,3,2,NA,NA
UFF_192502_P12_WA07,223.3072558,19.79481116,1.84246012,3.086,2,4,4.159,9.4
UFF_192502_P12_WA08,245.8654134,13.76694977,1.78666648,1.248,2,3,3.272,10.1
UFF_192502_P12_WA09,224.4191728,20.16064509,2.87575752,3.324,3,14,4.396,11.7
UFF_192502_P12_WA10,277.9058817,21.579734,1.52802844,4.014,2,3,3.826,9.7
UFF_192502_P12_WA11,218.3081951,18.26859488,2.12726524,2.56,3,4,3.913,9.9
UFF_192502_P12_WA12,220.6307491,18.18960717,1.9497548,2.222,2,4,3.765,13.2
UFF_192502_P12_WB01,207.331773,15.2872901,1.82700168,1.77,2,2,4.115,7.8
UFF_192502_P12_WB02,313.2372583,18.14287473,2.11666328,2.166,4,2,3.386,11.1
UFF_192502_P12_WB03,253.9097885,17.87389756,2.02982068,2.184,2,0,3.164,8.7
UFF_192502_P12_WB04,233.2933551,21.1405514,2.04718412,3.606,2,5,4.038,8.1
UFF_192502_P12_WB05,207.6540919,20.23549952,3.20565272,3.066,2,4,3.718,9.7
UFF_192502_P12_WB06,171.1618001,19.5965771,3.25695564,3.21,3,4,4.488,9.6
UFF_192502_P12_WB07,236.3321269,20.60904223,1.89869572,3.47,3,5,3.61,11.5
UFF_192502_P12_WB09,224.9087716,22.40214774,2.4845772,4.536,2,3,4.033,10.4
UFF_192502_P12_WB10,265.1684929,19.03466944,2.35730796,3.062,3,3,3.728,11.8
UFF_192502_P12_WB11,284.5625427,18.31006096,1.49674072,2.62,4,7,2.97,9.6
UFF_192502_P12_WC01,302.7499086,15.57670525,1.52761696,1.8,5,3,4,13.4
UFF_192502_P12_WC05,269.7529743,22.06880884,1.81331616,4.412,3,6,3.92,11.6
UFF_192502_P12_WC06,172.8793321,21.73834058,1.629791,3.812,3,2,3.36,13.2
UFF_192502_P12_WC07,252.8553553,19.78528542,2.0673568,3.018,3,3,3.5,12.7
UFF_192502_P12_WC08,232.0750726,19.44783953,2.22178372,3.028,3,7,4.666,14
UFF_192502_P12_WC09,200.21976,16.86086309,1.93589148,1.968,3,6,3.36,11.1
UFF_192502_P12_WC10,243.3935915,14.7632826,1.49038564,1.552,4,5,3.56,7.9
UFF_192502_P12_WC11,256.2121756,15.91136038,2.18510612,1.68,3,16,3.47,9.6
UFF_192502_P12_WC12,189.0100144,16.46476765,2.85896812,1.914,3,2,3.18,13.9
UFF_192502_P12_WD01,216.7053435,16.17244944,2.27659184,1.874,3,9,3.63,7
UFF_192502_P12_WD02,232.0986876,17.25617569,2.19276676,1.732,4,6,3.53,13.4
UFF_192502_P12_WD03,168.6429092,17.58799663,1.80636672,1.93,2,4,3.36,9.3
UFF_192502_P12_WD04,232.1759466,14.96818739,1.62844988,1.526,4,2,3.19,11
UFF_192502_P12_WD05,261.5357425,18.21408016,2.72591276,2.184,3,7,3.3,9.3
UFF_192502_P12_WD06,218.2914316,18.98291274,1.84707784,2.598,3,5,3.58,10.3
UFF_192502_P12_WD07,213.0924206,13.37232747,1.58865316,1.314,3,11,3.19,10.2
UFF_192502_P12_WD08,216.8031381,18.07153692,2.75109432,2.412,3,12,3.95,13.6
UFF_192502_P12_WD09,235.6761695,16.63114019,2.04709268,1.762,4,7,3.07,11.2
UFF_192502_P12_WD10,184.9341755,16.91602171,1.86602624,2.012,3,4,3.24,12.1
UFF_192502_P12_WD11,180.9096368,16.16860966,1.81149752,1.634,4,7,3.21,10.2
UFF_192502_P12_WD12,227.4662878,14.7373945,2.06859124,1.442,3,6,3.58,9.6
UFF_192502_P12_WE01,227.3913783,15.92924064,2.7244294,1.796,3,8,3.4,10.9
UFF_192502_P12_WE02,232.0927442,17.02860509,1.82159656,1.924,3,4,3.49,9.4
UFF_192502_P12_WE03,230.2156794,15.0402269,1.82177436,1.534,4,8,3.22,10.8
UFF_192502_P12_WE04,179.9863449,19.11584027,1.76374044,2.63,3,4,4.16,12.6
UFF_192502_P12_WE05,252.4113329,20.10031788,1.97464172,3.252,3,5,3.04,10.9
UFF_192502_P12_WE06,202.5261262,20.23664688,1.70317668,3.278,3,2,3.41,12.1
UFF_192502_P12_WF01,214.8130959,16.41247891,2.66171172,1.802,3,2,3.67,10.7
UFF_192502_P12_WF02,207.1469062,16.79246851,1.36249664,1.896,3,4,3.11,12
UFF_192502_P12_WF03,252.550102,17.9058584,1.52066244,2.37,3,4,NA,NA
UFF_192502_P12_WF05,234.3495406,18.53465594,1.81903116,2.378,3,1,NA,NA
UFF_192502_P12_WF07,272.3207946,16.80486253,1.96505576,1.868,3,0,NA,NA
UFF_192502_P12_WF09,224.768546,19.68974703,2.80726896,2.972,2,5,4.18,12.2
UFF_192502_P12_WF11,214.5112293,19.46009127,1.73122336,2.7,4,9,5.01,12.8
UFF_192502_P12_WF12,214.8727544,18.39782493,2.31963976,2.468,2,4,3.91,10.3
UFF_192502_P12_WG01,288.1510796,13.55794062,2.0256246,1.292,4,0,4.03,11.2
UFF_192502_P12_WG02,315.6478745,13.507294,1.96528944,1.194,4,4,3.55,9.8
UFF_192502_P12_WG03,210.3497468,14.23688225,2.36395768,1.646,3,3,5.1,9.7
UFF_192502_P12_WG04,200.4909541,14.24894554,2.48830084,1.418,3,5,4.07,12.1
UFF_192502_P12_WG05,248.1397409,15.69536036,1.73952408,1.618,5,3,3.68,9.4
UFF_192502_P12_WG06,254.5738096,17.51725709,1.439799,2.1,1,0,3.13,11.1
UFF_192502_P12_WG07,236.1015627,16.82179997,1.7850866,1.932,2,1,3.92,11.1
UFF_192502_P12_WG08,235.5490109,14.73018245,2.54803656,1.41,3,5,3.61,10.1
UFF_192502_P12_WG09,246.6862933,18.07371192,2.4303736,2.616,2,8,3.73,15.6
UFF_192502_P12_WG10,247.8527144,14.05819998,1.48370036,1.486,2,4,3.84,10.3
UFF_192502_P12_WG11,247.6793369,13.69383638,1.502537,1.506,4,2,3.57,9.4
UFF_192502_P12_WG12,249.1728842,11.28459432,1.32829808,0.86,4,0,4.76,13.7
UFF_192502_P12_WH01,232.851197,17.99280598,1.6077692,2.12,2,3,3.437,10.3
UFF_192502_P12_WH03,235.8127444,16.72038451,1.90303912,1.898,5,8,3.635,11
UFF_192502_P12_WH04,221.6608889,18.6092806,2.30767128,2.496,4,6,3.817,12.2
UFF_192502_P12_WH07,221.8130649,19.25990934,1.87999624,2.582,4,2,3.834,12.7
UFF_192502_P12_WH08,203.7401139,18.65348275,1.911477,2.546,4,7,3.47,11.5
UFF_192502_P12_WH09,223.6652733,18.38017697,3.00530768,2.436,4,3,3.935,11.2
UFF_192502_P12_WH11,240.9908373,15.46737999,1.62820604,1.414,4,12,3.33,10.2
UFF_192502_P13_WA02,256.6727833,14.75471999,1.54354784,1.426,4,2,3.29,8.9
UFF_192502_P13_WA03,192.5316331,14.85335377,1.35055864,1.314,5,6,3.15,9.7
UFF_192502_P13_WA04,188.6820129,20.06636944,1.65965632,3.108,4,9,3.48,12.9
UFF_192502_P13_WA05,203.8091677,16.85552231,1.67138096,1.87,3,7,3.38,11.3
UFF_192502_P13_WA06,250.9341526,15.43755226,1.81811168,1.45,4,3,3.64,9.8
UFF_192502_P13_WA07,224.997831,18.50979084,1.87884816,2.444,4,8,3.47,10.2
UFF_192502_P13_WA08,213.1747946,18.99194372,2.5714706,2.756,5,9,4.08,10.4
UFF_192502_P13_WA09,226.1160179,17.53610703,2.87163764,2.286,4,5,4.13,10
UFF_192502_P13_WA10,240.3812825,16.88252028,1.42813532,2.052,4,6,3.64,11.7
UFF_192502_P13_WA11,236.1171535,18.54972918,1.74181008,2.598,4,9,3.46,12.7
UFF_192502_P13_WA12,254.1287351,18.05018362,2.21168976,2.436,4,5,3.36,10.9
UFF_192502_P13_WB01,182.6242714,18.07694402,1.86065668,2.51,4,3,3.93,9.4
UFF_192502_P13_WB02,218.9355391,18.09960488,2.00771252,2.366,4,7,4.11,11.9
UFF_192502_P13_WB03,207.0674244,20.33720452,1.95851272,3.296,3,3,3.65,13.7
UFF_192502_P13_WB04,242.2295903,18.04749115,1.6481044,2.296,4,0,3.42,9.6
UFF_192502_P13_WB05,227.8844864,21.69607117,2.29033324,3.798,2,13,2.87,11.6
UFF_192502_P13_WB06,191.2098889,16.52682164,1.56842968,1.998,3,6,3.75,8.6
UFF_192502_P13_WB07,158.8105547,16.16367091,1.8460212,2,3,6,3.97,14.4
UFF_192502_P13_WB10,246.3130083,14.56896647,2.0291298,1.614,3,10,3.2,9.8
UFF_192502_P13_WB11,222.6648213,18.9585831,2.22063056,2.372,3,6,3.19,11.5
UFF_192502_P13_WB12,156.4016889,21.4728211,2.27422964,4.132,4,9,4.04,11
UFF_192502_P13_WC01,204.8299051,17.01908735,1.80887116,2.118,3,4,3.02,12.8
UFF_192502_P13_WC02,286.707772,18.0061549,1.9783044,2.432,3,3,2.95,11.7
UFF_192502_P13_WC03,246.6002479,19.37361272,2.18638628,2.9,3,10,3.2,8.4
UFF_192502_P13_WC04,219.5773963,19.03404209,2.10115404,2.648,3,8,3.15,10.5
UFF_192502_P13_WC05,274.3723778,17.06766419,1.33433312,2.342,3,8,3.6,10.1
UFF_192502_P13_WC06,235.8235115,17.72946749,2.16377012,2.308,4,8,3.26,11.2
UFF_192502_P13_WC07,219.0217797,17.95644049,1.69807128,1.928,3,5,3.16,11.6
UFF_192502_P13_WC08,189.8223833,19.43966502,2.49587004,2.748,2,4,3.27,10.7
UFF_192502_P13_WC09,212.5633664,17.1246899,2.40057432,2.04,4,9,3.28,9.7
UFF_192502_P13_WC10,261.3559542,20.68262543,1.8429986,3.116,3,7,3.33,11.3
UFF_192502_P13_WC11,238.3491265,17.57525511,1.77649632,2.016,3,6,3.31,9.5
UFF_192502_P13_WC12,195.777218,18.78904348,2.54065532,2.632,3,5,3.26,10.6
UFF_192502_P13_WD01,148.1991991,21.78322471,2.26677728,3.802,3,5,4.139,12.4
UFF_192502_P13_WD03,161.1106842,20.81732935,1.50126192,3.378,2,1,3.67,11.6
UFF_192502_P13_WD04,224.1507986,19.36800689,2.08167732,2.972,3,4,3.81,15.2
UFF_192502_P13_WD05,211.108977,17.69077253,1.80021484,2.396,4,5,3.75,12.1
UFF_192502_P13_WD06,207.7129211,18.94552979,1.49213824,2.956,3,2,3.46,12.9
UFF_192502_P13_WD07,252.1846612,18.99294513,1.47616164,2.974,4,4,3.2,11.1
UFF_192502_P13_WD08,210.4774712,21.95350681,2.64123424,4.054,4,5,3.58,11.6
UFF_192502_P13_WD09,240.8506692,13.37646177,2.0509992,1.19,3,3,4.246,13.9
UFF_192502_P13_WD10,143.5210709,23.72214374,3.96388336,4.424,3,0,4.216,14.5
UFF_192502_P13_WD11,183.7394176,18.45661553,1.4501241,2.8725,2,1,3.632,10.2
UFF_192502_P13_WD12,156.8138605,17.37087495,2.1627846,2.316,3,3,3.549,10.3
UFF_192502_P13_WE03,185.89371,20.33289214,1.8412714,3.18,2,0,3.894,11.5
UFF_192502_P13_WE04,226.1156699,22.44023629,3.46815156,4.312,3,5,3.544,11.8
UFF_192502_P13_WE05,216.3720934,20.16525667,4.00266408,3.18,4,8,3.66,9.3
UFF_192502_P13_WE06,197.2976066,18.00859799,1.760465533,2.61,2,5,4.042,11
UFF_192502_P13_WE07,247.4655409,14.96019762,NA,1.73,3,8,3.627,13.5
UFF_192502_P13_WE08,200.8913721,16.69531884,NA,2.31,4,4,3.772,10.6
UFF_192502_P13_WE09,227.7634812,19.21858034,NA,3.188,3,2,4.34,11
UFF_192502_P13_WE11,228.2165967,18.44477671,2.45524528,2.67,2,2,3.578,12.7
UFF_192502_P13_WE12,182.3478199,17.52219372,2.0385024,2.165,3,5,3.796,13.5
UFF_192502_P13_WF01,251.6689064,16.39412964,2.17896948,2.184,5,7,3.897,8.9
UFF_192502_P13_WF02,222.9510295,21.31622029,2.17791284,3.446,2,6,3.07,11
UFF_192502_P13_WF04,245.3974548,21.70064348,2.3456138,3.706,5,3,3.17,11.2
UFF_192502_P13_WF05,194.0691234,22.2919128,1.67235505,4.19,2,2,3.15,13.2
