Sample,firmness,size,scar_diameter,weight,yield,flower_buds,ph,soluble_solids
UFF_192502_P17_WD07,278.4036218,17.77769118,2.1884894,2.784,4,10,4.31,13.2
UFF_192502_P17_WD10,235.7792224,19.2735258,2.01862944,3.198,3,7,3.83,13.9
UFF_192502_P17_WD11,228.7741495,18.87089124,2.06508096,3.018,4,12,3.32,14.6
UFF_192502_P17_WD12,211.1535513,20.51512485,1.58581344,3.644,4,3,3.685,13.3
UFF_192502_P17_WE02,270.1358534,13.95036128,1.49889464,1.312,3,10,3.69,11.4
UFF_192502_P17_WE03,257.9267425,15.01646966,1.97641972,1.574,5,6,3.22,11.4
UFF_192502_P17_WE04,339.7533052,17.01148351,1.60420812,2.238,4,0,NA,NA
UFF_192502_P17_WE06,244.1988656,15.73794401,1.28055624,1.708,5,2,3.694,11
UFF_192502_P17_WE07,261.1672664,16.67056597,1.45240756,2.202,3,6,3.897,11.7
UFF_192502_P17_WE08,296.7018706,22.48871926,2.87399476,4.178,4,6,3.469,10.7
UFF_192502_P17_WE09,255.5920909,16.6338278,1.5627858,2.14,3,3,4.011,14.3
UFF_192502_P17_WE10,194.8749647,19.35638951,1.66586408,2.694,3,4,3.056,9.6
UFF_192502_P17_WE12,228.4477449,17.08491944,1.7165828,2.176,4,8,3.999,9.2
UFF_192502_P17_WF01,206.3019473,17.13949943,2.012569,2.33,4,2,3.211,12.5
UFF_192502_P17_WF02,232.8413428,21.21371669,1.4985746,3.956,3,3,3.509,13.9
UFF_192502_P17_WF03,262.5125862,17.47207045,1.4812264,2.308,4,2,3.305,13.9
UFF_192502_P17_WF04,294.4631689,16.95442175,1.25620272,2.332,5,10,3.221,13.5
UFF_192502_P17_WF05,268.2058793,18.97125782,1.68477692,2.774,4,1,5.041,17.9
UFF_192502_P17_WF06,240.6914964,19.61136503,2.4074628,2.71,3,2,3.191,13.7
UFF_192502_P17_WF07,206.7357377,20.28701289,1.9204432,3.036,3,4,3.442,13
UFF_192502_P17_WF08,235.8346708,18.3362683,1.8805398,2.42,4,4,2.399,11.6
UFF_192502_P17_WF09,214.5450409,21.9944038,1.56988764,3.546,4,5,3.019,11
UFF_192502_P17_WF10,244.8847709,20.54428575,1.850644,3.256,5,4,3.071,8.4
UFF_192502_P17_WF11,247.6392356,17.86236269,1.6269208,2.252,4,5,3.114,10.4
UFF_192502_P17_WG02,224.6571708,17.45366231,1.87699396,2.214,4,1,3.35,13.5
UFF_192502_P17_WG03,299.9280863,19.5912039,1.28365504,3.248,3,3,3.08,10.2
UFF_192502_P17_WG04,286.5451633,18.97937303,1.55375864,3.028,5,4,4.41,15.8
UFF_192502_P17_WG05,267.5885877,18.68680753,1.73562264,2.616,4,6,3.43,13.1
UFF_192502_P17_WG07,211.0485968,19.50961737,1.3289534,3.028,3,4,3.36,11.8
UFF_192502_P17_WG10,292.3657182,19.03679465,1.68987216,2.906,3,5,3.53,13.2
UFF_192502_P17_WG11,209.3930762,17.45986647,1.41233652,2.372,4,4,3.92,13.5
UFF_192502_P17_WG12,239.5987049,20.20410626,1.69566844,3.41,3,2,3.11,9.4
UFF_192502_P17_WH01,241.6076331,18.9402961,1.8076926,2.814,3,4,3.65,8.8
UFF_192502_P17_WH02,212.3077453,18.39063138,2.45118636,2.636,3,6,3.57,11
UFF_192502_P17_WH03,223.3983385,18.13659011,3.54657152,2.416,4,5,4.01,9.1
UFF_192502_P17_WH04,187.3447437,16.65510512,1.95376292,2.068,4,4,2.94,10.1
UFF_192502_P17_WH06,174.8292344,17.07117082,2.65263376,2.13,3,5,3.5,9.6
UFF_192502_P17_WH07,222.1874233,14.98703268,1.9041364,1.494,3,5,4.202,11.1
UFF_192502_P17_WH08,300.0670427,16.64468132,2.0719542,1.954,3,0,3.42,11.3
UFF_192502_P17_WH09,208.8866919,14.9718412,1.44395444,1.506,3,3,3.58,11.4
UFF_192502_P17_WH10,236.4141812,18.81379026,2.03173584,2.558,3,2,3.17,12.6
UFF_192502_P17_WH11,240.0950893,19.30859839,1.9284061,2.69,3,4,4.52,14.4
UFF_192502_P17_WH12,245.1966056,17.09856309,2.01106024,1.924,4,2,4.65,12.9
UFF_192502_P18_WA02,235.9877243,18.49797305,2.31153716,2.32,3,3,3.47,14.7
UFF_192502_P18_WA03,249.6075424,22.64311249,1.58395924,4.362,3,7,3.41,14
UFF_192502_P18_WA05,210.7922912,17.28465678,1.28952752,2.226,4,3,4.39,12.5
UFF_192502_P18_WA06,227.5837123,21.37282857,2.42414552,3.432,4,4,3.81,11.8
UFF_192502_P18_WA07,219.0112136,18.27283901,1.8500344,2.508,3,7,3.52,11.1
UFF_192502_P18_WA08,229.8700697,17.46942478,2.06129128,2.12,3,12,4.3,11.6
UFF_192502_P18_WA09,173.4630019,18.82285333,1.88259212,2.72,4,6,3.96,11.6
UFF_192502_P18_WA10,313.1117731,13.75317713,1.54877008,1.266,5,2,3.59,11.7
UFF_192502_P18_WA11,267.4956109,19.21411253,1.56174948,3.042,3,5,4.86,13.9
UFF_192502_P18_WA12,256.8043977,16.81578289,1.252982,2.206,3,6,4.07,12.9
UFF_192502_P18_WB01,250.4865645,15.4698308,1.56628592,1.61,5,7,3.43,13.9
UFF_192502_P18_WB02,213.9527632,16.75286042,1.39683744,1.87,4,2,3.108,12.6
UFF_192502_P18_WB03,222.7826913,18.06160335,1.59665924,2.742,5,8,4.537,13.1
UFF_192502_P18_WB04,344.2795637,16.09638139,1.98563484,1.916,4,3,3.107,11.6
UFF_192502_P18_WB05,209.0972472,20.8063269,1.26556516,3.758,3,2,4.346,12.9
UFF_192502_P18_WB06,177.5772052,17.48688708,2.14027512,2.388,3,2,4.74,10.8
UFF_192502_P18_WB07,230.2399678,19.52584227,1.60325816,2.958,3,4,3.97,11.5
UFF_192502_P18_WB08,217.9213441,16.52569716,1.57720284,1.938,3,10,3.9,14.1
UFF_192502_P18_WB09,253.3811803,18.26379586,2.50764548,2.502,4,6,3.93,9.9
UFF_192502_P18_WB10,268.2336441,19.9566034,1.81978808,3.19,5,4,2.98,9.6
UFF_192502_P18_WB11,292.4327516,18.60100241,1.64476684,2.616,3,2,3.94,11.5
UFF_192502_P18_WB12,255.0135459,17.62894509,1.2051792,2.362,3,0,NA,NA
UFF_192502_P18_WC02,255.7999296,16.74375522,1.86167776,2.126,5,2,3.69,13.8
UFF_192502_P18_WC03,193.971826,17.16992939,2.42716812,2.178,3,2,3.64,11.9
UFF_192502_P18_WC04,177.9598348,20.52688812,1.46927824,3.676,4,11,2.94,9.8
UFF_192502_P18_WC06,176.5813621,21.17009895,2.37012988,3.456,3,5,4.73,10.5
UFF_192502_P18_WC07,228.4380809,15.957581,1.6669004,1.946,4,2,3.02,11
UFF_192502_P18_WC08,278.8849276,19.17736268,1.69231564,3.088,4,7,2.93,12.6
UFF_192502_P18_WC09,242.3053949,20.9621735,1.79726336,3.944,3,5,3.28,12.3
UFF_192502_P18_WC10,187.0686387,23.91777723,3.20405252,5.224,3,7,3.38,10.2
UFF_192502_P18_WC11,222.1006893,21.14569523,2.89210496,3.426,5,8,2.75,9.4
UFF_192502_P18_WC12,239.2157421,20.43703475,1.54655012,3.2,5,5,3.46,11.3
UFF_192502_P18_WD01,217.4585208,17.44029285,1.92085976,2.358,4,13,3.23,9.7
UFF_192502_P18_WD02,278.1921345,19.21891551,1.96090032,3.074,4,4,3.2,10.4
UFF_192502_P18_WD03,263.1066395,20.3183134,2.24529396,3.172,4,1,3.67,11.2
UFF_192502_P18_WD04,245.4410432,19.60523694,2.53742444,2.888,2,3,3.17,11.6
UFF_192502_P18_WD05,200.9679739,20.58736513,2.529332,3.198,2,1,NA,NA
UFF_192502_P18_WD08,179.8587138,19.85896863,1.65955472,3.282,4,7,3.351,12.2
UFF_192502_P18_WD09,232.1058469,20.25562121,2.45746016,3.072,4,1,NA,NA
UFF_192502_P18_WD12,235.3885917,21.81144848,2.26367848,4.202,3,5,4.299,10.8
UFF_192502_P18_WE01,194.9055761,17.82972605,2.16250012,2.45,3,5,4.162,13.7
UFF_192502_P18_WE02,210.9456878,19.45196803,2.71071848,3.062,3,6,3.865,10.8
UFF_192502_P18_WE03,211.8525677,18.43424289,1.38362436,2.598,2,9,3.732,9
UFF_192502_P18_WE04,202.8331085,21.66489722,2.31878124,3.974,4,3,4.265,12.6
UFF_192502_P18_WE05,203.0719976,18.52216565,1.41803628,2.762,4,1,3.462,12.6
UFF_192502_P18_WE06,166.6531446,19.11499619,2.35463588,2.942,3,4,3.03,11
UFF_192502_P18_WE07,276.2456122,19.22993956,1.58800292,2.81,3,2,3.07,11.1
UFF_192502_P18_WE08,336.7837332,21.89130584,1.45849848,3.862,3,5,3.97,13.5
UFF_192502_P18_WE09,238.0060244,20.26585299,1.71863004,3.028,3,4,3.7,8.9
UFF_192502_P18_WE10,243.3094664,18.94069722,1.1309096,2.826,3,1,2.7,9.5
UFF_192502_P18_WE11,324.2301169,20.97062206,1.51580596,3.396,3,7,3.06,10.8
UFF_192502_P18_WE12,255.1572863,18.53216119,1.86080908,2.6,4,7,3.58,11.5
UFF_192502_P18_WF01,256.4133981,19.74106944,1.45907252,3.364,5,4,3.38,13
UFF_192502_P18_WF02,250.2139937,18.78173598,1.4036548,2.716,5,0,NA,NA
UFF_192502_P18_WF03,252.6745261,18.60650503,1.81484016,2.658,4,3,4.553,13.7
UFF_192502_P18_WF04,272.6599293,20.79794366,1.82392828,3.69,3,5,3.36,13.6
UFF_192502_P18_WF05,186.8646514,18.61923694,1.57780228,2.764,3,4,3.402,10.2
UFF_192502_P18_WF06,208.8861771,18.13403755,1.73675548,2.514,4,5,3.305,12
UFF_192502_P18_WF07,209.6196928,20.05224073,1.89135004,3.142,5,3,3.155,12.1
UFF_192502_P18_WF08,271.0758324,18.5132134,1.46581876,2.802,3,6,4.012,10.4
UFF_192502_P18_WF09,187.7830783,21.01374147,2.0154646,4.006,3,3,3.602,9.3
UFF_192502_P18_WF10,285.7116651,19.73256675,2.05895448,2.902,3,3,2.878,8.8
UFF_192502_P18_WF11,224.2162865,16.0309007,1.13612676,1.994,4,4,3.892,13.8
UFF_192502_P18_WF12,232.5680544,14.62638531,1.39135104,1.876,4,1,3.173,14.3
UFF_192502_P18_WG01,213.6345152,16.00438091,1.21270776,1.828,3,3,3.798,13.8
UFF_192502_P18_WG02,228.378053,18.1495928,1.742821,2.54,3,1,3.257,15
UFF_192502_P18_WG03,218.0909418,16.7889388,1.7338294,2.17,3,4,3.686,12.2
UFF_192502_P18_WG04,177.910501,19.79352035,1.63025836,3.29,3,2,3.581,12.3
UFF_192502_P18_WG05,254.4456445,15.48766798,1.260999933,1.89,3,3,3.291,7.6
UFF_192502_P18_WG06,212.0026422,18.89571512,2.25128836,2.848,3,1,3.922,12.1
UFF_192502_P18_WG07,198.6858812,16.55806077,2.16287096,2.106,3,3,3.329,8.7
UFF_192502_P18_WG08,238.1988683,16.12055115,1.59619188,1.972,4,7,3.277,10.9
UFF_192502_P18_WG10,253.3506674,19.36896061,1.94458844,3.424,2,2,2.929,10.1
UFF_192502_P18_WG11,178.5484617,17.6559267,1.70905932,2.36,4,4,3.63,10.8
UFF_192502_P18_WG12,178.2786258,20.61120208,2.74333208,3.014,3,7,3.931,15.8
UFF_192502_P18_WH01,218.3145023,19.49499553,3.03447704,3.128,3,3,3.166,13.2
UFF_192502_P18_WH02,228.6799545,20.13139945,1.92141348,3.044,4,3,3.581,12.2
UFF_192502_P18_WH03,235.3683926,18.1859315,2.01096372,2.508,3,3,3.126,12.1
UFF_192502_P18_WH05,247.9219602,19.92444431,3.12510932,2.812,5,1,3.474,16.4
UFF_192502_P18_WH07,213.2734237,16.04362332,2.04099668,1.6,4,1,4.361,15.9
UFF_192502_P18_WH08,197.8409532,17.06811495,1.9253708,2.026,3,2,4.263,8.6
UFF_192502_P18_WH09,201.5910494,16.31964331,1.38451336,1.772,4,2,3.58,9.7
UFF_192502_P18_WH10,192.9721096,19.25940104,1.84873392,2.73,4,2,4.239,12.2
UFF_192502_P18_WH11,216.4713654,18.2040591,2.33045,2.302,5,2,NA,NA
UFF_192502_P19_WA01,220.6478113,12.74246347,1.26364492,1.026,4,3,3.299,12.8
UFF_192502_P19_WA02,202.3555633,18.89293341,2.82175712,2.716,3,0,3.876,17
UFF_192502_P19_WA03,337.4514271,11.05167464,1.64444172,0.696,2,0,3.649,10
UFF_192502_P19_WA04,222.4300957,18.11787547,2.010664,2.154,4,0,3.893,14.1
UFF_192502_P19_WA06,244.2334185,14.61348052,0.96948752,1.572,3,3,3.112,15.6
UFF_192502_P19_WA07,187.5858653,18.34470769,2.45103904,2.458,3,0,3.787,14.5
UFF_192502_P19_WA08,248.5179827,18.43652786,1.7377537,2.35,4,3,3.327,13.3
UFF_192502_P19_WA09,252.8793208,16.5722912,1.63119308,2.192,3,1,3.071,12.1
UFF_192502_P19_WA10,225.1206452,18.76542413,1.51540972,2.538,4,1,3.109,13.6
UFF_192502_P19_WA11,225.7319009,18.45809898,1.23950476,2.806,3,3,3.33,10.9
UFF_192502_P19_WA12,250.791336,17.83587653,1.62281108,2.278,3,0,NA,NA
UFF_192502_P19_WB01,250.5668033,11.7393854,1.62551364,0.868,2,4,3.249,15.3
UFF_192502_P19_WB02,224.1888461,11.01199218,1.57674564,1.164,3,12,3.9,12.8
UFF_192502_P19_WB03,226.9251429,16.81093129,1.79698904,2.04,4,3,3.683,10.9
UFF_192502_P19_WB04,257.2429978,16.58092506,1.0566908,1.958,3,2,3.555,11.1
UFF_192502_P19_WB07,201.9619083,11.13135049,1.21055892,1.156,4,3,3.58,12.1
UFF_192502_P19_WB08,178.7055459,16.39789863,2.40833148,1.754,5,4,3.811,7.9
UFF_192502_P19_WB09,193.7947474,19.27600856,2.35660692,1.984,2,1,NA,NA
UFF_192502_P19_WB10,266.929454,19.11874255,2.41485928,2.684,3,2,NA,NA
UFF_192502_P19_WB12,260.7624465,18.25566464,1.88799724,2.288,3,3,4.58,7.8
UFF_192502_P19_WC01,223.1185993,15.35520776,3.02860456,1.582,3,3,3.9,15.1
UFF_192502_P19_WC02,173.9697624,19.26468123,3.0200854,2.762,3,0,3.14,11
UFF_192502_P19_WC03,272.9462992,17.38671797,1.75608996,2.046,3,4,3.66,14
UFF_192502_P19_WC04,174.5548696,17.61064065,2.25060764,2.27,3,3,3.36,11
UFF_192502_P19_WC05,224.1228677,15.73807949,2.56189988,1.656,4,2,3.4,13
UFF_192502_P19_WC06,177.872808,18.73129542,2.074418,2.278,5,2,NA,NA
UFF_192502_P19_WC07,267.377595,14.36938545,2.11720176,1.31,5,1,3.411,14.1
UFF_192502_P19_WC08,200.9662737,19.49240074,1.57209744,2.874,4,14,3.702,13.1
UFF_192502_P19_WC09,219.3942565,20.34100054,2.68281912,3.256,4,2,4.199,15.3
UFF_192502_P19_WC10,250.801915,19.01470962,2.44974872,2.732,4,5,3.509,10.9
UFF_192502_P19_WC11,167.2686915,17.2400343,1.61592768,2.262,5,1,4.182,11.3
UFF_192502_P19_WC12,221.5184716,19.22477935,1.29332736,2.832,5,2,3.833,11.4
UFF_192502_P19_WD01,240.6678323,18.16633212,1.5020798,2.212,4,5,3.96,10.4
UFF_192502_P19_WD03,264.6956535,14.80916897,1.51959056,1.406,4,0,3.583,16.4
UFF_192502_P19_WD04,197.3216072,19.38436493,2.75292312,2.598,4,3,3.06,13.9
UFF_192502_P19_WD08,244.898528,15.55690703,1.47710652,1.686,4,4,3.92,10.7
UFF_192502_P19_WD12,244.3893426,19.50882038,1.8348452,2.808,3,3,3.29,10.9
UFF_192502_P19_WE01,190.5941496,22.82626788,2.33325924,3.922,3,4,3.55,12.3
UFF_192502_P19_WE03,236.0581455,16.16195958,1.7509998,1.744,4,2,3.75,11.9
UFF_192502_P19_WE04,247.368961,15.0756703,1.66335964,1.47,4,2,3.56,12.4
UFF_192502_P19_WE05,249.0250161,17.67504675,1.6707104,2.424,3,6,4.2,12.2
UFF_192502_P19_WE06,200.1944992,19.35111435,1.84700672,2.684,4,3,3.26,12.1
UFF_192502_P19_WE07,195.0881555,20.17061458,1.85459624,2.822,2,2,3.01,11.8
UFF_192502_P19_WE08,224.2875052,20.72536361,1.55838144,3.524,4,8,3.03,9.5
UFF_192502_P19_WE09,277.9877919,18.67151457,1.49301708,2.866,4,3,3.07,8
UFF_192502_P19_WE10,239.0431264,21.84142542,1.97176136,3.908,3,1,2.82,9.9
UFF_192502_P19_WE12,225.3472452,19.06699113,2.46163592,2.796,4,4,2.63,12
UFF_192502_P19_WF01,377.8700793,14.33441866,1.45887948,1.6,3,7,4.57,13.7
UFF_192502_P19_WF02,298.1404165,18.71823978,2.19513912,2.786,3,0,3.55,12.1
UFF_192502_P19_WF03,230.2487579,14.23678297,1.10184184,1.556,2,3,3.84,11.3
UFF_192502_P19_WF04,224.7718173,19.72080901,1.56819092,3.12,4,7,3.753,13.2
UFF_192502_P19_WF05,255.1644347,20.55623193,1.8049494,3.32,4,2,2.971,8.5
UFF_192502_P19_WF06,201.7195656,21.12595595,2.7233372,3.102,3,2,4.48,13.1
UFF_192502_P19_WF07,240.7224775,20.14047995,2.87008316,3.472,3,4,3.222,10.2
UFF_192502_P19_WF09,160.0987657,21.45345005,NA,3.96,2,2,4.279,14.7
UFF_192502_P19_WF10,193.3912559,18.52629424,1.48612352,2.486,5,4,NA,NA
UFF_192502_P19_WF11,221.6082835,19.95080171,1.76178972,3.402,4,1,3.31,12.5
UFF_192502_P19_WF12,260.728866,18.95573915,1.46318732,2.472,3,3,2.955,9.5
UFF_192502_P19_WG01,263.2958169,16.7005005,1.4425422,1.876,3,2,3.799,14.1
UFF_192502_P19_WG02,282.6391451,17.5594916,1.93580004,2.006,3,3,3.792,14.1
UFF_192502_P19_WG04,191.0001172,14.82087886,2.28008688,1.578,5,8,3.53,10
UFF_192502_P19_WG05,253.6548243,17.14395243,0.87577676,2.288,2,4,3.08,8.8
UFF_192502_P19_WG06,279.1093125,16.95459603,2.6320242,2.27,4,3,3.98,14.2
UFF_192502_P19_WG08,179.3581216,17.91013309,1.57722316,2.598,4,3,3.46,10.5
UFF_192502_P19_WG09,233.5004058,18.32257661,1.41909292,2.582,3,5,3.72,11.7
UFF_192502_P19_WG12,254.0182596,21.7483845,2.80169112,3.628,3,2,4.32,11.7
UFF_192502_P19_WH01,290.7501143,19.53056804,1.8799048,2.968,5,4,3.68,11.4
UFF_192502_P19_WH03,223.9921015,17.4049637,1.63416488,2.138,4,13,3.327,10.5
UFF_192502_P19_WH04,332.3188074,16.73004166,1.76688496,1.79,3,13,2.949,9
UFF_192502_P19_WH06,331.435331,16.10124737,1.527683,1.818,3,3,3.045,10.5
UFF_192502_P19_WH08,266.5044234,18.04890933,1.77656236,2.358,3,3,3.396,10.6
UFF_192502_P19_WH09,308.6187995,17.75863825,2.10402932,2.092,3,4,3.3,10.5
UFF_192502_P19_WH10,293.011325,15.94032903,1.96141848,1.922,4,6,3.75,11.5
UFF_192502_P19_WH12,241.9799466,18.19576855,2.50938792,2.46,3,3,3.465,11.1
UFF_192502_P20_WA01,313.6646616,17.49128281,2.3932896,2.088,3,7,4.21,15.7
UFF_192502_P20_WA02,247.7568787,18.60219172,2.92062408,2.294,5,10,3.19,12.7
UFF_192502_P20_WA03,179.8449549,17.07248535,1.95227448,1.968,3,4,4.36,10.5
UFF_192502_P20_WA04,184.1581352,16.73014835,1.37216388,2.182,3,4,3.13,12.8
UFF_192502_P20_WA05,250.534602,16.72132171,2.88021776,1.834,3,8,3.53,11.3
UFF_192502_P20_WA08,228.256289,18.32511412,2.00204832,2.682,5,6,3.96,10.8
UFF_192502_P20_WA09,239.7147798,20.92490742,1.88070744,3.304,3,5,3.73,12.3
UFF_192502_P20_WA11,218.2853183,20.38655479,1.96873876,3.362,2,0,4.006,10.3
UFF_192502_P20_WB01,232.5943058,15.2133257,1.10486444,1.756,3,5,4.152,12.1
UFF_192502_P20_WB02,273.3692747,18.3169682,1.97816724,2.7,4,8,3.451,11.6
UFF_192502_P20_WB03,244.9542805,20.00429352,1.24024644,3.468,2,1,3.97,12.3
UFF_192502_P20_WB04,297.1134818,18.42213768,1.9303238,2.562,3,4,4.133,14.7
UFF_192502_P20_WB05,238.606017,17.91694541,1.77362612,2.418,5,5,3.585,10.5
UFF_192502_P20_WB06,246.4029169,17.19217426,1.657858,1.92,3,3,3.697,14.2
UFF_192502_P20_WB07,302.2734438,15.38460804,1.64927788,1.612,4,5,3.26,10.6
UFF_192502_P20_WB10,205.2026416,19.4149226,1.5778226,2.604,3,7,3.77,10.1
UFF_192502_P20_WB12,228.0478099,22.95717445,2.08293208,3.824,4,3,3.142,12.1
UFF_192502_P20_WC01,221.4917715,19.90522365,1.22815096,2.76,2,0,3.021,11.7
UFF_192502_P20_WC02,235.8049731,17.93980274,1.4195806,2.363333333,2,5,3.526,12.2
UFF_192502_P20_WC03,195.3945683,16.61234146,1.94728592,2.198,4,3,4.219,10.6
UFF_192502_P20_WC04,234.8282481,18.29786865,1.74537624,2.918,3,12,3.505,9.7
UFF_192502_P20_WC05,255.9324037,16.00681144,1.5327122,1.996,3,7,3.965,10.9
UFF_192502_P20_WC06,278.9550272,18.13140795,2.02913488,2.678,4,5,3.146,13.1
UFF_192502_P20_WC07,241.2186033,18.29029761,1.173861,2.344,3,3,3.284,12.4
UFF_192502_P20_WC08,230.0899465,18.1836004,1.39812268,2.37,3,6,3.319,8.5
UFF_192502_P20_WC09,249.0845967,13.62241957,1.57391608,1.116,4,7,3.13,11.4
UFF_192502_P20_WC10,248.8552386,19.11338723,1.47806664,2.688,3,2,4.222,11.9
UFF_192502_P20_WC11,207.3830429,20.77671309,1.36568688,3.358,4,6,3.55,11.6
UFF_192502_P20_WC12,175.27028,24.19822741,1.97407784,5.112,2,1,NA,NA
UFF_192502_P20_WD02,213.3847833,19.50648377,1.50920704,2.62,3,0,3.752,10.8
UFF_192502_P20_WD04,233.5844564,18.26682508,0.96788224,2.49,3,7,3.849,10.5
UFF_192502_P20_WD05,244.5357444,20.63537026,2.3426928,3.168,4,8,3.18,13.7
UFF_192502_P20_WD09,278.5110848,19.55578905,1.66597076,2.9,2,3,3.7,12.1
UFF_192502_P20_WD10,255.7931424,18.83792927,1.43356076,2.584,3,3,4.29,13.5
UFF_192502_P20_WD11,227.9877638,19.47271796,1.83237124,2.708,3,2,3.38,10.8
UFF_192502_P20_WD12,256.3343331,18.09036177,2.02232768,2.488,3,0,3.522,14.3
UFF_192502_P20_WE02,234.4443608,18.22970092,1.43025368,2.554,4,3,3.29,9.8
UFF_192502_P20_WE05,300.6786453,15.63934616,1.5527782,1.598,3,3,3.17,9.8
UFF_192502_P20_WE06,257.184389,16.26633459,1.88819536,1.83,4,9,3.8,15.1
UFF_192502_P20_WE07,361.9006282,13.08199967,1.42075408,1.104,3,5,4.38,9.5
UFF_192502_P20_WE08,249.1514761,15.83516377,1.654429,1.708,3,3,3.65,10.6
UFF_192502_P20_WE09,315.8228419,12.98902802,1.19737632,1.082,4,5,4.61,11.5
UFF_192502_P20_WE10,263.1603622,16.24208153,1.10083092,1.792,4,3,3.33,10.1
UFF_192502_P20_WE11,262.8500369,13.20448378,1.31119372,1.238,3,4,4.53,11.5
UFF_192502_P20_WF01,193.0429719,16.35358117,2.18709748,1.812,4,5,3.57,8.3
UFF_192502_P20_WF06,246.6159592,20.30952823,1.83584596,3.144,3,5,2.89,9.7
UFF_192502_P20_WF10,285.6313784,15.16297213,1.78746404,1.596,5,3,3.36,13.2
UFF_192502_P20_WF11,236.9229432,17.43705137,1.82108856,2.166,3,8,3.13,10.1
UFF_192502_P20_WF12,211.7040265,20.29545933,1.82369968,3.066,2,4,3.43,14.9
UFF_192502_P20_WG01,264.4499304,17.11869068,1.6736568,2.172,3,9,3.99,14.4
UFF_192502_P20_WG02,259.5550361,18.96659452,2.29149656,2.692,3,4,4.42,11
UFF_192502_P20_WG03,264.4451501,16.78882625,1.13572036,2.162,3,5,3.28,10.2
UFF_192502_P20_WG04,261.3491192,13.87556105,1.84484772,1.442,3,5,3.05,10.1
UFF_192502_P20_WG05,228.7185589,18.02159317,1.76310036,2.548,4,1,3.092,13.6
UFF_192502_P20_WG06,249.2687537,15.41261933,1.93833496,1.704,3,4,4.46,11.7
UFF_192502_P20_WG08,254.964864,17.6732568,2.22532956,2.594,3,2,4.39,12.6
UFF_192502_P20_WG11,288.6798672,18.79039287,2.20137736,2.392,3,2,3.18,13.1
UFF_192502_P20_WH02,295.4324651,19.24603541,2.5398222,2.666,3,0,3.02,13.2
UFF_192502_P20_WH03,302.2941891,16.42153218,1.8358612,1.758,5,2,3.48,13.1
UFF_192502_P20_WH04,300.7947145,16.77710222,2.01503788,2.118,3,7,3.55,13.3
UFF_192502_P20_WH05,245.8782303,19.21462087,1.68317164,2.492,3,3,3.29,13.2
UFF_192502_P20_WH06,282.9879782,15.81540108,1.2963652,1.808,5,3,NA,NA
UFF_192502_P20_WH07,230.5598717,17.83636434,1.68304464,2.326,4,5,3.76,11.1
UFF_192502_P20_WH08,236.8376286,16.63225296,2.69492984,1.79,5,1,3.24,12.4
UFF_192502_P20_WH09,318.8470512,16.69583565,1.98515224,2.13,3,1,3.61,10.9
UFF_192502_P20_WH11,283.6814151,16.22798901,1.75630332,1.874,3,3,3.17,13.9
UFF_192502_P20_WH12,201.3521651,18.55756601,3.30081128,2.416,3,3,4.6,10
UFF_192502_P21_WA01,252.7032865,17.4838226,3.41555324,2.504,4,1,3.22,10.1
UFF_192502_P21_WA02,297.7405971,19.56184866,2.03576936,2.662,4,4,3.3,11.5
UFF_192502_P21_WA03,228.7420883,16.98520288,1.2376912,2.13,3,0,NA,NA
UFF_192502_P21_WA05,267.4296333,19.23739336,1.53786332,2.8,5,4,3.76,10.9
UFF_192502_P21_WA06,214.2535776,19.39434615,1.98482712,2.644,4,3,3.82,13.4
UFF_192502_P21_WA07,202.9503647,18.9408831,1.62569652,2.706,3,11,3.78,10.6
UFF_192502_P21_WA08,224.3665508,16.39874947,1.80905912,2.08,4,2,4.47,12
UFF_192502_P21_WA09,192.6314088,16.71878123,2.00165208,2.006,3,2,3.51,9.5
UFF_192502_P21_WA10,308.7262039,16.77198316,1.39525248,2.032,3,2,NA,NA
UFF_192502_P21_WA12,206.4328177,21.58924257,1.60293812,3.47,3,5,3.36,10.3
UFF_192502_P21_WB01,264.1302668,16.0795468,1.54549856,1.96,3,5,3.27,11.1
UFF_192502_P21_WB02,266.3375242,17.45051725,1.6386556,2.348,4,7,3.53,11.8
UFF_192502_P21_WB04,215.2926764,18.90453391,1.4404594,2.664,3,3,4.147,11.7
UFF_192502_P21_WB05,247.9611983,21.77319945,NA,3.78,3,1,3.124,11.7
UFF_192502_P21_WB06,277.5515127,18.32952594,1.64226748,2.318,2,3,3.968,10.9
UFF_192502_P21_WB07,251.2334519,17.30971779,NA,2.148,2,1,NA,NA
UFF_192502_P21_WB09,241.0384699,17.33893549,NA,2.234,3,2,NA,NA
UFF_192502_P21_WB11,220.7922063,21.39936739,NA,3.468,4,2,3.082,11.7
UFF_192502_P21_WB12,255.6612784,16.14531223,1.40318236,2.192,3,2,3.677,13.1
UFF_192502_P21_WC01,193.4685039,19.12583155,2.54151384,3.492,3,2,4.467,10.2
UFF_192502_P21_WC02,279.8544337,17.10469916,1.48229828,2.396,3,3,4.317,11.9
UFF_192502_P21_WC03,263.9632929,19.8406027,3.59422192,3.598,3,4,4.2,12.4
UFF_192502_P21_WC04,252.7052218,16.6357694,1.69985436,1.684,3,0,3.006,8.6
UFF_192502_P21_WC06,219.406085,18.02455018,1.68236392,2.17,3,6,3.362,10.6
UFF_192502_P21_WC07,197.6977878,19.45566367,1.338707,2.77,3,3,2.98,13.6
